,0
16063,아 저 인형 무슨 패키지 같은 인형들이였는데 이름이 기억이 안나네유 ㅠ
16064,우와!!!!! 진짜 장난아니네요~! 넘나 이뻐요. 제가 만든 인형의 집과는 차원이다른... 고퀄리티.. 정말 디테일이 살아있군요 !!
16065,애좀먹었네요 ㅋㅋㅋㅋㅋ
16066,인형사이즈가어느정도일까요?  Lol한테는 너무작은크기이겠죠?
16067,Lol인형도 같이 가지고 놀았었어요 👌🧡
16068,8살딸아이도 만들수있을까요?
16069,음..8살이면.. 옆에서 엄마가 도와주셔야 할 것 같아용>-< ♡ 큰틀이나 배경지붙이눈 것 등은 할 수 있을 것인데 소품들은 진짜 너무 작아가지고요 🤣🤣
16070,안녕하세요! 포스트 잘 봤습니다! 행복한 한주 되세요~
16071,우와 진짜 너무 이쁘네요 한번 꼭 도전해 보고 싶어요
16072,너무 재미있어요 꼭 한번 해보셔요 이힛♡
16073,처음이시라면서 엄청 잘만드셨네요 짱
16074,자세히보면 엉망진창이랍니다 ㅋㅋ 좋게봐주셔서 감사합니다 ♥ 저 인형의집이 처음이자 마지막이 되었더라는요..또르르 ㅋㅋㅋㅋㅋ 나중에 애들 다 크고나면 취미로 가끔해볼까 싶어유 ㅋㅋ
16075,"쓰신글 잘 보고 갑니다 ^^
환절기 오늘도 좋은 하루 보내세요 ^0^"
16076,막내이모야님 다녀 갑니다~~~ 좋은글 잘보고 도망갑니다~~~~~~시간나실때 제블로그도 구경오셔요^.^활기돋는 금요일 되셔요!!
16077,디테일이 엄청나요...!너무 예뻐요ㅠㅠ 잘 보고 갑니당ㅎㅎ
16078,포스팅 잘보고 갑니다 ㅎ.ㅎ
16079,시작이 반이라고 금방금방 만드실거에요
16080,이대로 봉인되지 않도록 틈틈히 만들어 보겠습니다~
16081,오오오오!!! 정면은 .. 슬프지만 그래도!!!!호환도 괜찮아보이고 좋은데요?!?
16082,생각보다 사이즈는 괜찮아요! 그렇지만 역시 룸박스처럼 정교하진 않더라구요ㅜㅜㅋ
16083,어머나 저보다 깔끔하게 만드셨어요
16084,제가 산 건 재고로 오래 있었던건지 나무가 다 휘어져 있더라구요ㅜㅜㅋㅋ 이미 다 뜯어서 만들기 시작했는데 바꿔달라고 하기 귀찮아서 적당히 펴면서 만들고 있어요ㅜㅜㅋㅋ아귀가 하나도 안맞는! 고통!!ㅠㅋㅋㅋㅋ워킹맘님 어떻게 그렇게 깔끔하게 만드신 건가요!
16085,육일사이즈로도 괜찮네요~~금방 뚝딱 만드시네요^^
16086,사이즈가 아직 안만든 가구들은 모르겠는데 지금 있는 것만 보면 오비츠보다 작은육일이들이 더 잘 어울릴 거 같아요ㅎㅎ
16087,금방 많이 만드셨네요~~  완다랑 서있으니 사이즈 완전 맘에 드는데요~^^
16088,완다가 호환은 제일 잘될 거 같아요ㅎㅎㅎㅎ 나머지는 언제 만들지~~ 모르겠습니다ㅠㅋㅋ
16089,넘 이뻐요 구입처 알 수 있나요?
16090,오~~~👍👍솜씨가 남달라요~~~깔끔해요!!!
16091,ㅎㅎ 감사합니다 실제로는 본드 처덕처덕인데 티가 안나네요ㅋㅋ
16092,크~~ 저도 집안 정리하다보니 몇몇개가 있네요
16093,와.. 나날님 금손이세요소품으로 딱이네요!제피드도 꼭반사봐주세요~
16094,고생했어 이모! 다음에 또 부탁해 ㅋㅋㅋㅋ
16095,캐논 비즈니스 솔루션님 벌써 금요일 이네요. 오늘은 특별히 더 시간이 빠른거 같네요ㅎㅎ 감기 조심하시고 글 잘 보고갑니다. 좋은 하루 보내세요~^^
16096,안녕하세요! 유손사님 ㅎㅎ 주말 잘 보내셨나요?~ 댓글 감사드리며 좋은하루되세요!
16097,
16098,
16099,ㅎㅎ 우리집에도 있음양이 아주 좋징혼술 간단히 하기에
16100,그러게 딱 이야 ㅎㅎ
16101,
16102,
16103,미니어처병은 안팔아도 한라산은 이마트에서 판다고 큰아들이 좋아하던데요~~ㅎㅎ
16104,요즘은 마트에서도 많이 팔죠 미니어처만 없죠 ㅎ
16105,제주도 현지에선 보았지만 내가 사는곳에선 아직 못본지라보고 싶네요 ㅎ
16106,그러게요 왜 안파는지 궁금 일반 한라산은 보이는데 ㅎ
16107,미니어처 좋네요
16108,간단히 마시기 죄고 ㅎ
16109,"중구드림톡톡님,서로이웃 신청하고 갑니다~제블로그도 놀러오세용~ 즐거운 금요일 되세요^^"
16110,다음회차진행일정은없나요?아이가미니어처넘좋아하는데ㅡㅡ소식을늦게접했네용ㅠ
16111,솜사탕은 드럽게 먹어야 제맛이죠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아이가 안본사이 훅컷네요? ㅋㅋ 간만에 반가워요
16112,ㅎㅎ 훅~~ 컸죠?아가때 사진보면서 언제 이렇게 컸지 싶을때가 있어요.이제 숙녀가 되려는지 안을때마가 이젠 아가같지가 않네요. ^^;;
16113,날씨 좋은 날 잘 다녀오셨네요.😊👍
16114,날씨 좋았지요~ 자전거 타기 좋은날이었어요. ㅎㅎ
16115,안녕하세요 풍경이 진짜 이쁜 곳이네요사진 색감이 너무 이뻐요 ㅠㅠ 진짜 잘 찍으시네요좋은 곳 추천 감사드립니다!다음여행은 충북 보은 어떠신가요?ㅎㅎ시간 되실 때 저희 블로그에서 살펴보고 가세요 감사합니다 추운날씨에 감기 조심하세요 :)
16116,부족한게 많은데 감사합니다. ^^보은 다시 가봐야지 해놓고 못가보고 있네요.아이들과 어딜가면 좋을지 늘 살펴보고 있습니다. ^^
16117,안녕하세요^^ 블로그 이제 시작한 블로거에요~ 좋은글 잘보고 갑니다!
16118,다시 가고 싶은 곳입니다.
16119,증평여행은 생각도 못했는데 너무 재밌을 것 같아요!
16120,증평 은근 가볼곳 많은것 같아요.조만간 증평 새로운곳 다녀와서도 좋은 후기 남길께요. ㅎㅎ
16121,이쁩니다잉♥♥
16122,곧 끝납니다 추워지기전에 ㅎㅎㅎ
16123,와!!아이디어가정말좋네용저도방문해보고파요옹ㅋㅋㅋ할인은없군요ㅜㅠ아쉽스
16124,아이디어 뱅크네요 작가가 ㅎㅎ볶음밥 서핑 이런거 진짜 기가막히는군요 ㅎㅎ
16125,저는 전시회 여러곳 가보고 싶긴 한데 실제로 많이 다녀보진 못했어요ㅠ 덕분에 좋은 구경하네요🎶
16126,연옌 아빠 누구길래 저렇게 힙하죠...?ㅋㅋ할인 없어도 가볼만한 전시일듯!!!
16127,독특한 발상도 많이 보이고 이색적인 전시회입니다.
16128,굉장히 재밌는 전시회네요ㅎㅎ덕분에 잘 보고 갑니당
16129,지나가다가 이런게 있구나 하고 지나가기는 했는데 너무 재밌어 보이네요 ㅠㅠ 저도 가볼껄 그랬어요😢 할인 없는게 조금 아쉽기는 하지만 그만큼 퀄리티 있을 것 같아서 기대되네용💜
16130,라꾸님 덕분에 전시회 꽁으로 보는 기분이네요 할인팁도 감사해요! 자주 올게요
16131,오오 너무 신기하구 이뻐요 나중에 보러가구싶어요 !
16132,좋은 내용 잘보고 갑니다
16133,포스팅 구경왔습니다 ^^
16134,운동하시나요? 전 그동안 찌운살 빼려고 다이어트 중이예요~ 오늘도 즐거운 날 되세요~
16135,좋은 내용 잘 봤어요들렸다 갑니다 답방은 센스 ^^
16136,"안녕하세요~! 캠핑 블로그 둘러보다 왔는데 저희는 자매끼리 캠핑다니는 캠린이들 입니다:D
캠핑을 좋아하다보니 캠핑용품도 자체제작을 하게되었어요~ 정식 오픈전에 불멍 화로대와 바람막이 제품을 무료 체험할 수 있는 이벤트를 진행중이니 관심 있으시면 참여 부탁드립니다♡"
16137,"안녕하세요~! 캠핑 블로그 둘러보다 왔는데 저희는 자매끼리 캠핑다니는 캠린이들 입니다:D
캠핑을 좋아하다보니 캠핑용품도 자체제작을 하게되었어요~ 정식 오픈전에 불멍 화로대와 바람막이 제품을 무료 체험할 수 있는 이벤트를 진행중이니 관심 있으시면 참여 부탁드립니다♡"
16138,안녕하세요 ㅎㅎ 판매 되었나요??구입하고 싶은데 가격이 궁금해요~~혹시 판매 되었으면 언제 입고 되나요?? 오래 걸려도 기다릴수 있어요🥰
16139,"블로그 잘 보고가요~
비앙키님 힘찬 하루 되세요 ^^"
16140,공감가는 포스팅이네요 ㅎㅎ ºωº
16141,일상 소품들을 다르게 바라보는 시각이.. 예술이네요..bb
16142,그쵸 진짜 똑똑하신거 같아요..
16143,사진 진짜 잘 찍으시네용 𐌅𐨛𐨛𐌅𐨛𐌅𐌅𐨛𐌅𐌅2번째 글 보다가 여기도 보고ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ글도 넘나 잘 쓰셔서 재미나게봤네욬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ
16144,ㅋㅋㅋㅋㅋㅋㅋ재밋으셨다니 뿌듯하네용
16145,작품도 작품인데 진짜 사진... 너무 잘찍으셔서 감탄.... 아니 구도가...? 아니 색감이...? 아니.... 초점이...? ㅋㅋㅋㅋㅋㅋ와 감탄...
16146,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ열심히 찍었답니다
16147,저 여기가보고싶었는데 울 잇님 덕분에 안가도 되겠어요 ㅋㅋㅋ 갔다온 듯한 느낌 낭낭히 받고 갑니다 그나저나...울 잇님 사진 왜케 잘찍어요 미쳤어 ㅋㅋㅋ
16148,ㅋㅋㅋㅋㅋㅋㅋ헤헤 그래도 가면 더 신기하니 다녀오세용!
16149,와ㅠㅠㅠㅠ 너무귀여운데요  감성 완조니 제스타일 ㅠㅠㅠㅠㅠ 더현대가까운데 이번 주말에 가서 보고와야겠어요 ㅎㅎ 저도 가서 사진 엄청나게찍고올거같네용
16150,진짜 가면 사진을 안찍을수가 없어요>.<
16151,헐 미니어처 라이프라니너무 귀여운데요~ ㅎㅎ일상 소품을 새로운 시각에서 볼 수 있는 기회인 것 같아요!
16152,그쵸 그걸 진짜 기발하게 아이디어로 표현하시더라구영!
16153,와~ 미니어처 라이프 귀염귀염 하네요~^^
16154,귀염귀염해요 진짜ㅋㅋ
16155,우와 잇님 사진 너무 잘찍으신것 같아요! 전시회도 아기자기 너무 귀엽네요! 새해 맞아서 전시회 같은 것도 좀 보고 교양 늘리고 싶었는데 여기부터 가봐야겠어요 :)
16156,담달에 끝나니까 다녀오세용~~~!
16157,가격만 보고 좀 비싸다 생각했는데 퀄리티가 엄청나네요!!!기간 끝나기 전에 시간 내서 한번 다녀와야겠어요~~
16158,돈이 안아까워용! 다녀오세요 :)
16159,┌───────────────┐         서울은 볼거리가 많네요         지방은 없어서 아쉬워요└───────────────┘　　ᕱ ᕱ ||　 ( ･ω･ ||　 /　つΦ
16160,담에 서울 놀러오시면 다녀오세요ㅎㅎ
16161,우와 창의력이 진짜 대박인 거 같은데요 ???
16162,그쵸ㅋㅋㅋ진짜 기발해용
16163,"박물관, 미술관을 좋아한느 저로선 여긴 무조건 가야할 거 같아요 ㅋㅋㅋ 오늘도 힘내세요 유블리님 !!! :)"
16164,좋은 정보 감사합니다.토요일에 여기 가야겠어요 ㅎㅎㅎㅎㅎ 아주 굿뜨!!!!!!빅곰솔의 미니어쳐 방문이 되겠네요
16165,오오 가시면 사진많이 찍어오세용ㅎㅎ
16166,"우와 대박,,,🙏🏻 볼거리 한 가득한 전시회,, 여기 너무 가고싶어지네욤!!! 구경하실 때 사람 많으셨나요? 퀄리티 대박인거 같아요!!!❤️"
16167,사람 좀 있었는데 제한을 두고 들어가서 괜찮았어요!
16168,우왕.....소인국에 간 걸리버의 느낌일것같아요 ㅋㅋ디테일도 하나하나 다 살아있구요 ㅎㅎ저도 구경 넘나 가고싶어집니다 ㅎㅎ볶음밥ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이 짤이 생각나네요 ㅋㅋㅋㅋ
16169,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 진짴ㅋㅋㅋㅋㅋ빵터졌어요ㅋㅋㅋㅋㅋ똑같아요ㅋㅋㅋㅋ저걸 모티브하신거 같은,,"
16170,이야 전시 작품들이 모두 소인국 느낌이 나는군요.여기서 확대만 조금만 더했어도 완전 실물 느낌이 나는것 같아요.
16171,진짜 섬세하게 잘 표현하셨더라구요!
16172,ㅋㅋㅋ으아 넘 귀여워요 ㅋㅋ 진짜 걸리버여행기 소인국 느낌ㅋㅋㅋ 전시 넘 좋네요❤️
16173,ㅋㅋㅋㅋㅋㅋ진짜 아주 작아서 신기해용
16174,오오 ㅎㅎㅎㅎ 미니어처 전시회라니 ㅎㅎ 신기해요!어쩜 저런 기발한 생각을 했을까요 양상추를 보고 서핑하는거 같다고 생각한거겠죠?!ㅋㅋㅋ게다가 사진도 넘 잘찍어 가지고 오셔서 ㅎㅎ 덕분에 편하게 봤어요~~💚
16175,진짜 기발한 생각 너무 똑똑한거 같아요ㅋㅋ양상추서핑ㅋㅋ
16176,사진으로 보는데도 재밋어보였는데 직접보면 얼마나 ^^ !!!!제주도 갔을때 소인국?인가? ㅋㅋㅋㅋ 거기에서 재밋게 즐겻는데 ㅋㅋㅋ뭔가 그런느낌나네요  > < 여의도면 한번가볼만한데 가봐야겟오요
16177,오 제주도 소인국테마파크 담에 가봐야겠어용!
16178,우와 전시 너무 재밌네요!! 사진으로 봐도 디테일이 장난아니네요 ㅋㅋ 생활속의 소품들로 멋진작품들이 나왔네요 ㅋㅋ
16179,진짜 기발한 아이디어에용ㅋㅋ
16180,우와 전시회 보는거 좋아하는데 여기 구경하는거 재밌어보이네요ㅎㅎ 가보고 싶어요!
16181,담달까지니까 다녀오세용!!
16182,우아 아기자기 전시회 볼거리가득하네용❤️코로나만 아니면 가고싶어여ㅠㅠ
16183,ㅠㅠ흑 뱃속의 아가랑 같이보면 좋을텐데
16184,저 이거 포스팅으로 몇번 봤어요 ㅎㅎ진짜 볼수록 아이디어 대박인것 같아요 ㅎㅎ저 미니미 사람들만 어떻게 구하면 집에서 셀프로 만들어서  놓을만도 할 것 같아요 ㅎㅎ
16185,저 미니미도 하나하나 다 만드신거니까 힘들거같아요ㅠㅠ
16186,오오 이런 전시회 너무 좋아요 ㅎㅎ 볼거리 진짜 많은데요?? 미니어처 사랑😊
16187,너무 귀엽고 신기해여ㅋㅋㅋㅋ
16188,이렇게 작은거 만드시는 분 진짜 대단하신 것 같아요.
16189,진짜 눈알 빠지실 거 같아요..ㅋㅋ
16190,아니아니ㅠㅠㅠ 저 여기 가고싶어서 곧 죽을거같아요 ... 저빼고 다 가신거죠 .. 이런거에 환장하는데 양상추 서핑ㅋㅌㅋㅋㅋㅌ나사 자이로드롭이라니ㅠㅠㅠㅠ 흐하 디테일도 미쳐써요 ..
16191,ㅋㅋㅋㅋㅋㅋㅋ얼른 다녀오세요! 담달까지라구용😆
16192,요런 전시회 너무 좋아요 ㅎㅎ 중간에 시바견이 시강 ㅎㅎㅎㅎㅎ 히히
16193,ㅋㅋㅋㅋㅋㅋㅋㅋ진짜 귀여운데 저기에선 엄청 큰 존재
16194,확대해서 저정도이면 실제로는 얼마나 작을까요!!? 진짜 구경거리 엄청많네요! 초밥보고 급 초밥땡긴......허헛
16195,"ㅋㅋㅋㅋㅋㅋㅋㅋ초밥 맛있죠,,헤헤"
16196,아니 이런 아이디어나 센스들은 놀랍기만하네요ㅎㅎ줌해서 찍기힘드셨겠어요^~^
16197,다들 그렇게 찍으실거에요ㅋㅋ
16198,아이디어 대잔치다 증맬루 ♥.♥저는 옥수수로켓이랑 스시침대?ㅋㅋ 가 특히 넘나 인상적..제 방 스위치에 저 조그마한 미니어처 가져다놓고싶어요옹 ㅎㅎ
16199,그쵸ㅠㅠ 너무 귀여워요 모두 다💛
16200,초밥이불ㅋㅋㅌㅋㅋ 아 진짜 이런 귀여운 미니어처환장하는데 존귀에요ㅜㅠㅠㅠ
16201,너무 귀엽죠ㅠㅠ 시선강탈이에용
16202,저희 딸아이가 너무 좋아할 것 같은 공간이네요. 주말에 다녀 와봐야겠어요. 정보 감사합니다 ^^
16203,담에 다녀오세용~~~!
16204,오이런것도 하는군요!! 산타 넘 귀염
16205,산타 진짜 귀여워서 사진을 안찍을수가 없어요ㅋㅋ
16206,미니어처 전시회 너무 귀여운고 아니에요?ㅋㅋㅋㅋ여의도 자주 가는데 저도 가보고싶오요! 입장료 비싸다고 생각했눈데 값어치 하는 것 같아요!
16207,맞아요 값어치 해용! 다녀오세용☺️
16208,"유블리님 덕에 전시회 다 다녀온 기분입니닼ㅋㅋㅋ이렇게 사진으로 이쁘게 보는것고 넘 좋네요미니어쳐 서울 우앗!! 서울 가기 힘든데 ,, ʚ˘◡˘ɞ역시 조아효~~"
16209,이렇게 사진으로나마 만족하셔서 넘 뿌듯하네용😆
16210,이거 너무 귀염뽀짝해서 보고싶었는데 😍😍😍
16211,진짜 귀염뽀짝이라구요ㅠㅠ💛
16212,와아- 대량사진방출 12월이셨네요 ! 맛있는거 정말 많이 드신게 부러울따름>.< 행복한 연말이였나봐여 !
16213,항상 잘먹어서 문제에요ㅠㅠ 행복한 연말이였어용🤍
16214,ㅋㅋㅋㅋㅋ 노가다를 왜 하고 있지 ㅋㅋㅋ 아 근데 완성시키면 또 엄청 뿌듯하긴하죸ㅋㅋㅋㅋ
16215,우오ㅓ 귀여워요!!!!!❤️❤️❤️
16216,와 귀여워요 ㅋㅋㅋ 이렇게 해서 집에 꾸미면 갬성 돋을 것 같아요
